timestamp,source_ip,dest_ip,url,action,status_code,user_agent,threat_type
2023-06-01T09:42:00Z,192.168.0.118,238.184.207.205,https://dropbox.com,BLOCK,403,Mozilla/5.0,malware
2023-06-01T09:28:00Z,192.168.1.139,41.21.92.215,https://twitter.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T09:58:00Z,192.168.0.247,73.246.131.140,https://suspicious-login.com,BLOCK,403,Mozilla/5.0,malware
2023-06-01T08:18:00Z,192.168.3.143,45.229.255.28,https://suspicious-login.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:08:00Z,192.168.0.212,16.138.18.57,https://google.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:30:00Z,192.168.3.198,94.52.83.37,https://dropbox.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T10:58:00Z,192.168.0.73,207.228.182.156,https://secure-login-error.com,BLOCK,403,Mozilla/5.0,proxy
2023-06-01T10:10:00Z,192.168.0.97,223.171.231.165,https://malicious-site.com,BLOCK,401,Mozilla/5.0,phishing
2023-06-01T10:32:00Z,192.168.0.174,114.104.29.159,https://fake-antivirus.net,BLOCK,401,Mozilla/5.0,phishing
2023-06-01T08:34:00Z,192.168.3.59,242.239.124.100,https://vpn-bypass.io,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:50:00Z,192.168.3.44,212.210.134.43,https://malicious-site.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:58:00Z,192.168.3.218,225.139.232.200,https://fake-antivirus.net,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:38:00Z,192.168.2.230,244.156.247.76,https://twitter.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T10:22:00Z,192.168.2.253,148.228.52.239,https://free-vpn.io,BLOCK,401,Mozilla/5.0,phishing
2023-06-01T10:04:00Z,192.168.0.91,144.38.50.244,https://dropbox.com,BLOCK,403,Mozilla/5.0,malware
2023-06-01T09:12:00Z,192.168.0.119,11.133.232.81,https://google.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T09:32:00Z,192.168.2.25,118.76.255.118,https://dropbox.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:22:00Z,192.168.2.49,11.74.131.94,https://malicious-site.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:04:00Z,192.168.1.173,12.224.112.167,https://dropbox.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:24:00Z,192.168.1.109,219.41.238.54,https://fake-antivirus.net,ALLOW,200,Mozilla/5.0,-
2023-06-01T11:02:00Z,192.168.1.107,34.168.189.130,https://twitter.com,BLOCK,403,Mozilla/5.0,proxy
2023-06-01T09:20:00Z,192.168.3.189,34.19.201.161,https://malicious-site.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T10:48:00Z,192.168.2.116,70.199.86.109,https://twitter.com,BLOCK,403,Mozilla/5.0,proxy
2023-06-01T10:28:00Z,192.168.1.185,155.175.12.253,https://google.com,BLOCK,401,Mozilla/5.0,phishing
2023-06-01T09:30:00Z,192.168.3.32,70.47.53.223,https://vpn-bypass.io,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:26:00Z,192.168.3.251,255.14.241.52,https://twitter.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T09:40:00Z,192.168.0.226,17.21.158.84,https://vpn-bypass.io,BLOCK,403,Mozilla/5.0,malware
2023-06-01T08:16:00Z,192.168.1.46,170.240.175.239,https://dropbox.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T10:54:00Z,192.168.0.89,8.146.79.77,https://vpn-bypass.io,BLOCK,403,Mozilla/5.0,proxy
2023-06-01T09:02:00Z,192.168.0.23,244.203.195.250,https://fake-antivirus.net,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:02:00Z,192.168.2.73,45.101.218.17,https://malicious-site.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T09:56:00Z,192.168.0.106,36.215.85.155,https://vpn-bypass.io,BLOCK,403,Mozilla/5.0,malware
2023-06-01T10:38:00Z,192.168.3.139,228.33.185.42,https://suspicious-login.com,BLOCK,401,Mozilla/5.0,phishing
2023-06-01T09:16:00Z,192.168.1.137,99.9.115.88,https://vpn-bypass.io,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:10:00Z,192.168.3.48,119.255.163.96,https://secure-login-error.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T09:04:00Z,192.168.3.115,144.128.230.179,https://spyware-alert.co,ALLOW,200,Mozilla/5.0,-
2023-06-01T10:46:00Z,192.168.1.19,129.30.78.143,https://dropbox.com,BLOCK,403,Mozilla/5.0,proxy
2023-06-01T09:18:00Z,192.168.0.152,65.79.116.82,https://dropbox.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T11:00:00Z,192.168.1.203,234.171.204.210,https://malicious-site.com,BLOCK,403,Mozilla/5.0,proxy
2023-06-01T10:20:00Z,192.168.2.133,161.225.44.235,https://dropbox.com,BLOCK,401,Mozilla/5.0,phishing
2023-06-01T10:50:00Z,192.168.0.246,91.165.29.40,https://twitter.com,BLOCK,403,Mozilla/5.0,proxy
2023-06-01T10:14:00Z,192.168.3.199,212.188.47.234,https://twitter.com,BLOCK,401,Mozilla/5.0,phishing
2023-06-01T10:00:00Z,192.168.0.101,250.6.164.221,https://suspicious-login.com,BLOCK,403,Mozilla/5.0,malware
2023-06-01T10:26:00Z,192.168.3.75,84.113.109.44,https://fake-antivirus.net,BLOCK,401,Mozilla/5.0,phishing
2023-06-01T10:36:00Z,192.168.3.119,179.162.237.31,https://secure-login-error.com,BLOCK,401,Mozilla/5.0,phishing
2023-06-01T08:20:00Z,192.168.3.1,53.57.229.120,https://free-vpn.io,ALLOW,200,Mozilla/5.0,-
2023-06-01T09:34:00Z,192.168.1.219,153.95.160.145,https://malicious-site.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:46:00Z,192.168.3.217,200.132.227.237,https://google.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T09:10:00Z,192.168.0.96,197.120.145.213,https://secure-login-error.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T09:26:00Z,192.168.3.168,78.203.255.12,https://twitter.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T09:50:00Z,192.168.2.167,36.255.134.251,https://dropbox.com,BLOCK,403,Mozilla/5.0,malware
2023-06-01T10:44:00Z,192.168.2.182,48.152.199.51,https://dropbox.com,BLOCK,403,Mozilla/5.0,proxy
2023-06-01T10:16:00Z,192.168.1.95,109.44.129.98,https://dropbox.com,BLOCK,401,Mozilla/5.0,phishing
2023-06-01T10:06:00Z,192.168.2.132,186.154.37.236,https://suspicious-login.com,BLOCK,403,Mozilla/5.0,malware
2023-06-01T08:52:00Z,192.168.3.22,60.243.43.170,https://free-vpn.io,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:48:00Z,192.168.1.231,26.26.223.29,https://suspicious-login.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T09:06:00Z,192.168.3.129,248.122.7.249,https://secure-login-error.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T10:56:00Z,192.168.3.241,38.98.162.131,https://malicious-site.com,BLOCK,403,Mozilla/5.0,proxy
2023-06-01T09:54:00Z,192.168.2.72,69.49.70.129,https://malicious-site.com,BLOCK,403,Mozilla/5.0,malware
2023-06-01T08:44:00Z,192.168.0.145,223.177.88.6,https://dropbox.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:56:00Z,192.168.1.191,186.247.170.93,https://suspicious-login.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T09:08:00Z,192.168.3.245,158.160.67.105,https://malicious-site.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T10:08:00Z,192.168.3.181,249.136.191.75,https://spyware-alert.co,BLOCK,403,Mozilla/5.0,malware
2023-06-01T09:46:00Z,192.168.2.36,21.115.110.247,https://dropbox.com,BLOCK,403,Mozilla/5.0,malware
2023-06-01T09:48:00Z,192.168.2.240,69.117.51.171,https://google.com,BLOCK,403,Mozilla/5.0,malware
2023-06-01T08:42:00Z,192.168.3.90,189.208.221.17,https://malicious-site.com,ALLOW,200,Mozilla/5.0,-
2023-06-01T08:32:00Z,192.168.1.112,169.144.159.212,https://vpn-bypass.io,ALLOW,200,Mozilla/5.0,-
2023-06-01T09:24:00Z,192.168.0.247,203.212.177.56,https://free-vpn.io,ALLOW,200,Mozilla/5.0,-
2023-06-01T09:36:00Z,192.168.0.242,106.42.135.102,https://vpn-bypass.io,ALLOW,200,Mozilla/5.0,-
